Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%Penalty,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att_launched,Cmp%,Att_passes,Thr,Launch%,AvgLen,Att_goal_kicks,Launch_goal_kicks,AvgLen_goal_kicks,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_xG,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%,League Name,League ID,Season
René Adler,de GER,GK,Mainz 05,32,1985,14,14,1260,14.0,18,1.29,51,34,66.7,5,3,6,4,28.6,2,1,0,1,0.0,0,5,0,18.5,0.36,+0.5,+0.03,84,218,38.5,296,40,48.0,40.7,90,84.4,61.3,130,9,6.9,12,0.86,15.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.03,0.03,0.00,0.03,90,41.2,,14,0,,2,1.29,16,18,-2,-0.14,+0.46,15.5,21.1,-5.6,-0.40,+0.13,0,1,4,0,0,0,0,0,1,79,0,1,0.0,Bundesliga,20,2017-2018
Oliver Baumann,de GER,GK,Hoffenheim,27,1990,34,34,3060,34.0,48,1.41,146,104,69.2,15,10,9,10,29.4,4,3,1,0,25.0,1,9,3,41.2,0.27,-3.8,-0.11,219,620,35.3,1175,174,40.8,35.9,230,61.3,48.7,311,20,6.4,37,1.09,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,100.0,,34,0,,0,1.62,66,48,+18,+0.53,,51.7,47.5,+4.2,+0.12,,0,0,5,0,0,0,0,0,0,236,0,0,,Bundesliga,20,2017-2018
Roman Bürki,ch SUI,GK,Dortmund,26,1990,33,33,2969,33.0,43,1.30,140,100,70.7,15,9,9,12,36.4,2,2,0,0,0.0,1,3,0,48.2,0.33,+5.2,+0.16,184,517,35.6,1027,169,35.7,36.1,219,68.5,55.2,268,27,10.1,38,1.15,17.5,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,97.0,,32,0,,0,1.64,60,43,+17,+0.52,+0.52,61.9,42.7,+19.2,+0.58,+0.60,0,2,5,0,0,0,0,0,1,181,0,0,,Bundesliga,20,2017-2018
Koen Casteels,be BEL,GK,Wolfsburg,25,1992,34,34,3060,34.0,48,1.41,143,102,70.6,6,15,13,8,23.5,10,6,3,1,33.3,1,5,2,51.3,0.31,+5.3,+0.16,269,704,38.2,1026,198,49.9,41.1,270,71.1,55.1,298,35,11.7,22,0.65,13.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,100.0,,34,0,,0,0.97,36,48,-12,-0.35,,39.2,49.5,-10.3,-0.30,,0,1,8,0,0,0,1,0,0,206,0,0,,Bundesliga,20,2017-2018
Michael Esser,de GER,GK,Hannover 96,29,1987,3,3,270,3.0,9,3.00,21,12,57.1,1,0,2,0,0.0,1,0,0,1,,0,0,0,5.2,0.25,-3.8,-1.27,20,54,37.0,95,18,46.3,37.1,26,38.5,38.3,32,3,9.4,2,0.67,13.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,90,8.8,,3,0,,30,1.00,5,9,-4,-1.33,-1.14,6.2,8.1,-1.9,-0.65,-0.44,0,0,0,0,0,0,0,0,0,19,0,0,,Bundesliga,20,2017-2018
Ralf Fährmann,de GER,GK,Schalke 04,28,1988,34,34,3015,33.5,37,1.10,121,87,71.9,18,9,7,12,35.3,6,3,2,1,40.0,0,3,1,33.2,0.26,-2.8,-0.08,180,496,36.3,699,122,49.9,41.1,217,67.7,50.7,290,37,12.8,15,0.45,14.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,89,98.5,,33,0,,0,1.85,53,37,+16,+0.48,+0.48,47.1,41.8,+5.3,+0.16,-0.25,0,0,10,0,0,0,1,0,0,119,0,1,0.0,Bundesliga,20,2017-2018
Rafał Gikiewicz,pl POL,GK,Freiburg,29,1987,2,1,154,1.7,3,1.75,7,4,57.1,1,1,0,0,0.0,0,0,0,0,,0,0,0,2.2,0.31,-0.8,-0.47,26,59,44.1,52,8,69.2,50.3,24,95.8,68.2,28,4,14.3,2,1.18,14.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,77,5.0,,1,1,,32,2.00,4,3,+1,+0.58,+1.36,0.8,2.3,-1.5,-0.89,-0.65,0,0,0,0,0,0,0,0,0,12,0,0,,Bundesliga,20,2017-2018
Péter Gulácsi,hu HUN,GK,RB Leipzig,27,1990,33,33,2970,33.0,52,1.58,143,95,67.1,15,8,10,6,18.2,5,5,0,0,0.0,0,9,0,50.9,0.33,-1.1,-0.03,226,550,41.1,871,142,46.3,39.9,196,75.0,55.2,278,24,8.6,32,0.97,17.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,90,97.1,,33,0,,1,1.61,57,52,+5,+0.15,+1.15,53.4,44.6,+8.7,+0.26,+0.51,0,0,1,0,1,1,0,0,0,171,0,0,,Bundesliga,20,2017-2018
Marwin Hitz,ch SUI,GK,Augsburg,29,1987,32,32,2880,32.0,42,1.31,159,118,74.2,10,10,12,9,28.1,2,1,1,0,50.0,2,10,1,42.8,0.26,+1.8,+0.06,272,576,47.2,860,136,49.5,41.2,246,61.0,48.5,246,18,7.3,23,0.72,14.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.00,0.00,0.00,90,94.1,,32,0,,1,1.25,41,42,-1,-0.03,+0.97,43.7,40.5,+3.3,+0.10,+0.78,0,2,5,0,0,0,0,0,1,176,0,0,,Bundesliga,20,2017-2018
Timo Horn,de GER,GK,Köln,24,1993,34,34,3060,34.0,70,2.06,197,135,68.5,5,7,22,5,14.7,9,8,1,0,11.1,0,7,0,71.8,0.33,+1.8,+0.05,293,755,38.8,774,82,66.3,48.9,279,86.7,61.7,370,28,7.6,33,0.97,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,90,100.0,,34,0,,0,0.65,35,70,-35,-1.03,,42.2,67.8,-25.5,-0.75,,0,1,5,0,0,0,0,0,1,168,0,0,,Bundesliga,20,2017-2018
