Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Brenden Aaronson,us USA,MF,at RB Salzburg,19,2000,2,2,119,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.17,0.17,0.00,0.17,0,0,,0.00,0.00,,,,0,,0.0,0.0,21,25,84.0,305,118,16,17,94.1,4,4,100.0,1,4,25.0,-0.2,2,3,2,0,3,25,0,1,8,1,1,0,0,0,0,19,2,4,4,19,2,0,0,1,0,0,1,3,2.27,3,0,0,0,0,0,0.00,0,0,0,0,0,0,3,1,2,1,0,3,100.0,0,10,30.3,4,16,13,0,4,3,0,0,44,1,1,4,0.0,0,1,33,0,4,3,40,29,72.5,8,60,66.1,60,0,0,,0,0.00,1,2,-1,-0.76,+2.19,2.1,1.8,+0.3,+0.22,+0.93,0,0,0,0,0,7,0,1,0.0,Europa-League,19,2020-2021
Hatem Abd Elhamed,il ISR,DF,sct Celtic,29,1991,3,2,212,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,112,142,78.9,1782,793,50,57,87.7,53,65,81.5,6,14,42.9,0.0,0,5,4,2,10,112,30,0,10,2,9,0,0,0,0,91,24,27,9,101,2,29,0,1,0,4,3,2,0.85,2,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5,4,5,1,5,62.5,3,4,19.0,8,7,6,0,6,11,5,0,172,8,2,8,62.5,6,0,110,1,1,4,111,107,96.4,5,71,39.3,90,2,1,32,0,0.75,4,10,-6,-2.55,-1.72,3.3,4.6,-1.3,-0.53,-0.18,0,2,0,0,0,12,2,2,50.0,Europa-League,19,2020-2021
Shehu Abdullahi,ng NGA,"MF,DF",cy AC Omonia,27,1993,4,2,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.05,0.02,0.07,0.05,0.07,1,0,0.0,0.34,0.00,0.00,,2.2,0,0.15,-0.2,-0.2,112,135,83.0,1823,519,63,71,88.7,35,41,85.4,12,19,63.2,-0.1,1,6,0,0,10,123,12,0,21,0,1,0,0,0,0,92,24,19,22,92,9,6,1,1,1,2,1,2,0.69,2,0,0,0,0,0,0.00,0,0,0,0,0,0,7,5,2,4,1,3,60.0,2,11,23.4,20,24,3,0,4,7,5,0,166,7,1,6,50.0,3,1,95,0,2,4,119,97,81.5,6,66,48.5,74,1,2,58,2,0.75,1,7,-6,-2.06,-1.74,3.8,6.0,-2.3,-0.78,-0.11,0,4,0,0,0,38,6,5,54.5,Europa-League,19,2020-2021
Anicet Abel,mg MAD,MF,bg Ludogorets,30,1990,6,4,327,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,157,171,91.8,2721,572,70,75,93.3,52,54,96.3,23,27,85.2,0.0,1,12,0,0,6,164,7,0,24,4,0,0,0,0,0,132,19,20,21,139,6,2,3,0,1,0,3,1,0.28,1,0,0,0,0,0,0.00,0,0,0,0,0,0,13,6,9,3,1,8,53.3,7,18,28.6,28,30,5,0,8,22,3,0,212,11,1,0,,0,0,120,0,3,2,151,140,92.7,1,55,60.6,76,2,2,11,0,0.00,5,12,-7,-1.93,+0.19,3.8,9.5,-5.7,-1.57,+1.06,0,6,0,0,0,30,0,5,0.0,Europa-League,19,2020-2021
Zakaria Aboukhlal,ma MAR,"MF,FW",nl AZ Alkmaar,20,2000,5,1,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.9,1.9,0.52,0.45,0.97,0.52,0.97,6,2,33.3,3.09,1.03,0.00,0.00,12.1,0,0.17,-1.0,-1.0,30,40,75.0,420,112,21,23,91.3,7,12,58.3,2,3,66.7,-0.9,1,2,1,0,3,38,2,0,5,0,1,0,0,0,0,34,5,1,23,14,1,1,1,0,1,1,2,2,1.03,1,0,0,1,0,0,0.00,0,0,0,0,0,0,9,3,7,1,1,2,50.0,2,10,22.2,13,13,19,0,2,10,2,0,73,2,13,6,50.0,3,0,51,2,7,2,77,45,58.4,10,35,32.4,81,0,4,24,0,1.00,1,3,-2,-1.03,-2.01,3.9,3.4,+0.5,+0.24,+0.79,0,9,1,0,0,11,0,2,0.0,Europa-League,19,2020-2021
Joel Abu Hanna,il ISR,DF,ua Zorya Luhansk,22,1998,5,4,364,4.0,0,1,0,0,0,0,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,1,0,0.0,0.25,0.00,0.00,,23.0,0,0.02,0.0,0.0,171,210,81.4,4071,1257,41,49,83.7,93,105,88.6,37,52,71.2,+1.0,0,14,0,0,13,200,10,0,29,7,0,0,0,0,0,155,22,33,165,29,10,2,0,0,6,3,3,2,0.49,1,0,0,0,0,0,0.00,0,0,0,0,0,0,6,3,4,0,2,4,50.0,4,14,29.2,30,17,1,0,4,8,16,0,247,29,0,0,,0,0,139,0,2,0,150,146,97.3,0,73,67.4,90,4,1,4,1,1.20,6,6,0,0.00,+2.56,4.5,6.0,-1.5,-0.37,+0.26,0,4,0,0,1,53,5,5,50.0,Europa-League,19,2020-2021
Elton Acolatse,nl NED,"FW,MF",il Be'er Sheva,25,1995,3,3,263,2.9,4,0,4,0,0,0,0,1.37,0.00,1.37,1.37,1.37,1.2,1.2,0.1,1.3,0.40,0.02,0.43,0.40,0.43,7,4,57.1,2.40,1.37,0.57,1.00,19.3,0,0.17,+2.8,+2.8,39,54,72.2,567,136,23,31,74.2,13,18,72.2,2,4,50.0,-0.1,2,8,1,0,7,50,4,1,15,2,2,0,0,0,0,38,12,4,3,46,2,1,0,0,0,0,2,4,1.37,2,0,2,0,0,2,0.68,0,0,2,0,0,0,1,1,1,0,0,0,,0,14,35.0,10,17,13,0,3,1,1,0,90,0,11,16,56.3,10,0,75,7,8,6,107,71,66.4,16,88,48.7,88,0,0,,1,2.14,5,6,-1,-0.34,+1.28,2.5,4.2,-1.7,-0.58,+0.62,0,2,0,0,0,10,2,7,22.2,Europa-League,19,2020-2021
Sargis Adamyan,am ARM,"FW,MF",de Hoffenheim,27,1993,4,0,103,1.1,2,0,2,0,0,0,0,1.75,0.00,1.75,1.75,1.75,1.0,1.0,0.6,1.6,0.87,0.50,1.37,0.87,1.37,4,2,50.0,3.50,1.75,0.50,1.00,9.6,0,0.25,+1.0,+1.0,21,30,70.0,291,74,15,21,71.4,3,5,60.0,2,2,100.0,-0.6,3,1,3,0,5,29,1,0,4,0,0,0,0,0,0,25,4,1,3,24,3,0,0,0,0,2,3,5,4.37,3,0,0,1,0,0,0.00,0,0,0,0,0,0,2,2,0,2,0,0,,0,7,46.7,0,4,11,0,0,3,0,0,41,0,9,0,,0,0,27,2,2,1,54,29,53.7,12,26,14.3,,0,4,26,1,1.75,4,4,0,0.00,-1.90,4.3,3.3,+1.0,+0.87,-0.70,0,1,1,0,0,6,0,2,0.0,Europa-League,19,2020-2021
Arijan Ademi,mk MKD,MF,hr Dinamo Zagreb,29,1991,12,12,1040,11.6,0,3,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,1.6,1.6,2.7,4.3,0.14,0.23,0.37,0.14,0.37,15,6,40.0,1.30,0.52,0.00,0.00,14.9,0,0.11,-1.6,-1.6,333,381,87.4,5119,980,165,188,87.8,127,138,92.0,22,28,78.6,+0.3,16,16,7,0,20,364,17,0,57,3,2,1,0,0,0,318,26,37,62,294,15,1,1,2,4,13,7,26,2.25,22,0,2,1,0,4,0.35,4,0,0,0,0,0,23,17,13,9,1,9,50.0,9,84,36.8,79,111,38,0,14,33,14,1,503,20,34,21,61.9,13,1,325,5,17,12,433,329,76.0,30,87,93.7,87,7,0,,0,2.00,14,7,+7,+0.61,-1.97,11.5,13.9,-2.4,-0.21,-0.71,0,13,0,0,0,88,11,12,47.8,Europa-League,19,2020-2021
Karim Adeyemi,de GER,"FW,MF",at RB Salzburg,18,2002,2,0,61,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.42,0.42,0.00,0.42,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,27,81.5,304,56,11,13,84.6,10,10,100.0,0,2,0.0,-0.3,2,2,1,0,1,26,1,0,4,0,2,0,0,0,0,22,2,3,21,4,0,0,0,0,0,1,1,2,2.95,2,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,0,1,2,50.0,2,7,30.4,2,3,18,0,0,2,0,0,34,0,5,2,50.0,1,0,27,1,2,1,39,27,69.2,9,31,33.9,,0,2,31,0,0.00,0,2,-2,-2.95,-2.19,0.7,1.2,-0.5,-0.72,-0.93,0,2,0,0,0,3,2,2,50.0,Europa-League,19,2020-2021
