Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Dickson Abiama,ng NGA,FW,Greuther Fürth,23,1998,10,3,393,4.4,0,1,0,0,0,1,0,0.00,0.23,0.23,0.00,0.23,1.4,1.4,1.1,2.5,0.32,0.25,0.57,0.32,0.57,11,2,18.2,2.52,0.46,0.00,0.00,12.4,0,0.13,-1.4,-1.4,50,75,66.7,738,207,28,43,65.1,16,22,72.7,2,3,66.7,-0.1,6,2,5,0,8,68,7,1,21,0,2,0,0,0,0,50,14,11,16,42,10,0,0,2,2,4,5,12,2.75,8,0,0,2,1,2,0.46,1,0,0,1,0,0,12,6,2,6,4,1,33.3,2,23,22.3,13,47,43,0,2,16,2,0,144,3,19,12,33.3,5,1,82,4,17,8,181,89,49.2,30,39,33.6,81,1,7,21,1,0.10,6,17,-11,-2.52,-0.55,5.3,10.6,-5.3,-1.21,-0.57,0,10,0,0,0,21,12,22,35.3,Bundesliga,20,2021-2022
Ragnar Ache,de GER,"FW,MF",Eint Frankfurt,23,1998,7,0,86,1.0,0,1,0,0,0,0,0,0.00,1.05,1.05,0.00,1.05,0.3,0.3,0.3,0.6,0.32,0.32,0.64,0.32,0.64,6,1,16.7,6.28,1.05,0.00,0.00,14.3,0,0.05,-0.3,-0.3,17,35,48.6,268,77,7,14,50.0,8,13,61.5,1,3,33.3,+0.7,2,1,2,2,1,35,0,0,14,1,3,0,0,0,0,19,6,10,5,20,2,0,0,1,1,2,4,4,4.19,2,0,1,0,0,1,1.05,0,0,0,1,0,0,1,1,0,0,1,1,50.0,1,10,33.3,3,12,15,0,2,1,1,0,62,1,11,2,50.0,2,0,31,4,4,4,61,40,65.6,12,12,7.4,,0,7,12,2,1.71,4,2,+2,+2.09,+2.34,2.5,2.9,-0.4,-0.38,+0.11,0,5,0,0,0,12,11,2,84.6,Bundesliga,20,2021-2022
Tyler Adams,us USA,"MF,DF",RB Leipzig,22,1999,9,6,559,6.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.6,0.02,0.08,0.11,0.02,0.11,1,0,0.0,0.16,0.00,0.00,,9.8,0,0.14,-0.1,-0.1,286,342,83.6,4812,1189,140,153,91.5,111,127,87.4,24,40,60.0,-0.5,2,32,3,0,19,326,16,0,45,2,1,0,0,0,0,255,41,46,43,260,19,10,3,2,3,13,8,10,1.66,9,0,0,0,0,1,0.17,1,0,0,0,0,0,10,6,1,8,1,4,28.6,10,35,28.2,33,80,11,0,12,22,7,0,404,12,8,5,60.0,3,0,261,2,2,10,279,261,93.5,6,62,47.8,85,4,3,17,2,1.44,11,5,+6,+0.97,+0.67,11.9,9.3,+2.7,+0.44,-0.14,0,9,0,0,0,77,8,4,66.7,Bundesliga,20,2021-2022
Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,28,1993,9,2,302,3.4,1,0,1,0,0,0,0,0.30,0.00,0.30,0.30,0.30,0.5,0.5,0.7,1.2,0.15,0.22,0.37,0.15,0.37,3,2,66.7,0.89,0.60,0.33,0.50,16.7,0,0.17,+0.5,+0.5,65,90,72.2,1074,294,31,38,81.6,29,38,76.3,5,8,62.5,-0.7,4,4,4,2,9,85,5,0,24,0,6,0,0,0,0,59,13,18,17,54,6,5,3,0,3,5,7,11,3.28,8,0,2,0,1,1,0.30,1,0,0,0,0,0,14,9,8,5,1,7,46.7,8,21,32.3,15,35,15,0,2,18,2,0,140,4,12,7,71.4,5,1,91,0,10,12,136,89,65.4,22,34,25.8,76,0,7,22,1,1.56,5,6,-1,-0.30,-1.13,6.4,5.0,+1.5,+0.44,-0.04,0,5,0,0,0,20,5,12,29.4,Bundesliga,20,2021-2022
Amine Adli,fr FRA,"FW,MF",Leverkusen,21,2000,11,5,545,6.1,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.6,0.6,0.5,1.1,0.12,0.08,0.20,0.12,0.20,11,6,54.5,1.82,0.99,0.09,0.17,16.9,0,0.06,+0.4,+0.4,134,178,75.3,2087,600,72,89,80.9,53,68,77.9,7,11,63.6,-0.5,4,13,5,1,16,169,9,1,37,1,4,1,0,0,0,145,23,10,142,19,2,5,3,1,3,13,10,16,2.98,13,0,0,1,2,2,0.37,2,0,0,0,0,0,13,9,3,6,4,7,63.6,4,36,39.6,17,35,39,0,9,22,4,0,262,2,19,17,41.2,9,0,185,5,11,16,275,180,65.5,30,50,46.6,79,2,6,25,0,1.82,8,8,0,0.00,-1.44,7.6,7.2,+0.4,+0.08,-0.05,0,11,0,0,0,34,8,18,30.8,Bundesliga,20,2021-2022
Manuel Akanji,ch SUI,DF,Dortmund,26,1995,13,13,1170,13.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,0.0,1.1,0.08,0.00,0.08,0.08,0.08,10,2,20.0,0.77,0.15,0.00,0.00,12.2,1,0.11,-1.1,-1.1,931,1019,91.4,21268,6965,234,251,93.2,494,514,96.1,200,244,82.0,0.0,1,74,1,0,62,992,27,0,86,40,1,0,0,0,0,837,58,124,214,759,29,1,1,1,13,15,6,4,0.31,2,1,0,0,0,0,0.00,0,0,0,0,0,0,28,22,16,8,4,13,76.5,4,65,53.3,70,42,10,0,10,46,50,0,1134,137,12,4,100.0,4,0,793,0,3,1,881,870,98.8,1,90,100.0,90,13,0,,0,2.31,33,19,+14,+1.08,,25.7,18.3,+7.4,+0.57,,0,10,0,0,0,114,33,24,57.9,Bundesliga,20,2021-2022
Kevin Akpoguma,ng NGA,DF,Hoffenheim,26,1995,11,9,726,8.1,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,0.9,0.9,1.3,2.2,0.11,0.16,0.27,0.11,0.27,10,3,30.0,1.24,0.37,0.10,0.33,12.7,0,0.09,+0.1,+0.1,330,433,76.2,5870,2643,160,190,84.2,132,165,80.0,34,63,54.0,-0.3,7,24,5,1,46,331,102,0,69,13,15,0,0,0,0,229,126,78,36,281,11,94,1,2,7,17,19,18,2.23,11,1,3,1,0,2,0.25,1,0,0,1,0,0,18,8,7,7,4,8,53.3,7,37,29.6,45,49,31,0,24,31,9,1,526,15,24,17,52.9,9,0,281,7,9,6,321,286,89.1,14,66,62.1,76,4,2,23,1,1.73,19,11,+8,+0.99,+1.19,14.3,10.7,+3.6,+0.45,-0.05,0,16,0,0,0,65,16,12,57.1,Bundesliga,20,2021-2022
Lucas Alario,ar ARG,FW,Leverkusen,29,1992,7,1,147,1.6,0,0,0,0,1,2,0,0.00,0.00,0.00,0.00,0.00,1.2,0.4,0.1,0.5,0.74,0.04,0.78,0.27,0.31,3,1,33.3,1.84,0.61,0.00,0.00,13.3,0,0.14,-1.2,-0.4,17,26,65.4,213,35,11,17,64.7,5,7,71.4,0,1,0.0,-0.1,1,0,0,0,0,25,1,0,4,0,1,0,0,0,0,15,9,2,1,18,3,0,2,0,0,1,0,5,3.10,3,0,0,2,0,0,0.00,0,0,0,0,0,0,3,3,0,3,0,1,100.0,0,7,33.3,0,8,13,0,1,3,1,0,50,1,11,1,100.0,1,1,30,1,7,4,74,39,52.7,16,21,12.6,90,1,6,10,1,1.43,1,2,-1,-0.61,-1.58,3.0,2.2,+0.8,+0.50,+0.46,0,4,1,0,0,4,3,11,21.4,Bundesliga,20,2021-2022
Nadiem Amiri,de GER,"MF,FW",Leverkusen,25,1996,11,3,356,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,0.3,0.3,0.1,0.4,0.08,0.03,0.11,0.08,0.11,7,1,14.3,1.77,0.25,0.14,1.00,20.8,1,0.04,+0.7,+0.7,161,197,81.7,2932,500,71,81,87.7,66,75,88.0,19,30,63.3,-0.1,2,8,7,0,14,188,9,0,38,13,3,5,0,4,1,155,17,25,17,176,2,2,0,1,3,5,2,5,1.27,3,1,0,1,0,1,0.25,0,0,0,0,1,0,8,5,5,2,1,3,42.9,4,20,40.0,12,27,11,0,4,12,2,0,250,1,8,13,53.8,7,1,184,1,6,6,217,185,85.3,20,32,30.4,80,1,8,15,2,2.09,6,6,0,0.00,-1.11,6.4,5.5,+0.9,+0.22,+0.17,0,0,0,0,0,33,1,3,25.0,Bundesliga,20,2021-2022
Sebastian Andersson,se SWE,FW,Köln,30,1991,13,5,561,6.2,2,1,2,0,0,2,0,0.32,0.16,0.48,0.32,0.48,2.8,2.8,0.3,3.1,0.45,0.05,0.50,0.45,0.50,24,9,37.5,3.85,1.44,0.08,0.22,11.8,0,0.12,-0.8,-0.8,83,113,73.5,1042,218,53,62,85.5,21,34,61.8,1,3,33.3,+0.7,3,2,4,1,6,109,4,0,50,1,7,0,0,0,0,56,34,23,15,66,8,1,10,0,1,3,6,11,1.76,7,0,0,2,1,3,0.48,2,0,0,0,1,0,5,4,1,0,4,3,75.0,1,25,31.6,0,26,53,0,3,7,5,0,212,5,43,8,37.5,3,0,127,2,25,13,318,166,52.2,56,43,47.9,76,1,8,23,0,1.38,10,8,+2,+0.32,+0.62,9.0,9.6,-0.6,-0.09,-0.24,0,15,0,0,0,14,22,37,37.3,Bundesliga,20,2021-2022
Andrés Andrade Cedeño,pa PAN,DF,Arminia,23,1998,5,2,220,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.04,0.09,0.13,0.04,0.13,3,0,0.0,1.23,0.00,0.00,,17.0,0,0.03,-0.1,-0.1,84,111,75.7,1672,844,34,39,87.2,38,47,80.9,12,25,48.0,-0.2,2,8,1,0,11,98,13,0,17,4,3,0,0,0,0,64,15,32,76,13,8,10,0,0,4,1,0,3,1.23,2,0,0,0,0,0,0.00,0,0,0,0,0,0,3,3,3,0,0,2,28.6,5,11,32.4,22,10,2,0,1,8,8,0,137,18,7,3,33.3,1,2,82,1,1,2,75,71,94.7,1,44,18.8,84,1,3,18,3,0.80,1,4,-3,-1.23,-0.56,2.4,5.0,-2.6,-1.08,-0.26,0,2,0,0,0,29,4,6,40.0,Bundesliga,20,2021-2022
Robert Andrich,de GER,MF,Leverkusen,27,1994,9,6,540,6.0,2,0,2,0,0,2,1,0.33,0.00,0.33,0.33,0.33,1.2,1.2,0.3,1.4,0.23,0.05,0.28,0.23,0.28,11,3,27.3,1.83,0.50,0.18,0.67,16.0,0,0.11,+0.8,+0.8,160,207,77.3,2883,879,74,83,89.2,59,76,77.6,23,39,59.0,-0.3,2,25,4,0,18,203,4,2,37,2,0,0,0,0,0,125,39,43,39,138,16,0,2,1,7,3,5,6,1.17,4,0,1,0,0,2,0.39,1,0,0,1,0,0,11,9,5,5,1,2,20.0,8,32,36.4,35,44,9,0,13,29,15,0,285,24,14,4,75.0,3,0,139,0,3,2,163,145,89.0,6,60,46.2,78,4,3,24,0,1.89,15,8,+7,+1.17,+0.74,8.0,6.4,+1.6,+0.30,+0.34,0,11,0,0,0,61,13,9,59.1,Bundesliga,20,2021-2022
Angeliño,es ESP,DF,RB Leipzig,24,1997,10,9,760,8.4,0,1,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.5,1.9,0.06,0.20,0.26,0.06,0.26,5,1,20.0,0.59,0.12,0.00,0.00,13.6,0,0.09,-0.4,-0.4,278,410,67.8,5161,2073,139,160,86.9,95,135,70.4,40,107,37.4,-0.5,16,16,18,11,32,332,78,0,48,21,55,7,3,4,0,179,76,155,305,27,16,58,0,2,9,7,10,24,3.22,13,6,2,1,0,1,0.13,0,1,0,0,0,0,11,5,4,5,2,6,66.7,3,21,31.3,29,20,18,0,12,23,27,0,489,15,25,9,66.7,7,1,276,3,7,5,335,292,87.2,32,76,65.0,83,7,1,13,1,1.40,15,12,+3,+0.36,-0.74,15.3,10.7,+4.5,+0.61,+0.25,0,8,0,0,0,56,11,3,78.6,Bundesliga,20,2021-2022
Waldemar Anton,de GER,DF,Stuttgart,25,1996,10,10,891,9.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.7,0.04,0.03,0.07,0.04,0.07,5,1,20.0,0.51,0.10,0.00,0.00,13.8,0,0.08,-0.4,-0.4,582,665,87.5,11814,4276,189,200,94.5,313,344,91.0,74,109,67.9,-0.3,4,28,2,1,26,643,22,0,62,4,7,0,0,0,0,535,57,73,90,531,17,12,1,0,11,12,8,14,1.41,11,0,0,1,2,0,0.00,0,0,0,0,0,0,16,12,8,6,2,7,43.8,9,44,48.9,49,32,9,0,8,38,67,0,796,154,14,6,50.0,4,1,514,0,5,3,563,556,98.8,4,89,76.2,89,9,0,,0,1.10,14,18,-4,-0.40,-0.08,12.9,14.8,-1.9,-0.20,+0.84,0,6,0,0,0,84,29,22,56.9,Bundesliga,20,2021-2022
