Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A,G-PK/90,G+A-PK,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA,npxG/90,npxG+xA/90,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp_short,Att_short,Cmp%_short,Cmp_medium,Att_medium,Cmp%_medium,Cmp_long,Att_long,Cmp%_long,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive_AMB,PassDead_AMB,Drib_AMB,Sh_AMB,Fld_AMB,Def_AMB,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl_dribble,Tkl%,Past,Succ,%,Def 3rd_pression,Mid 3rd_pression,Att 3rd_pression,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Att_dribbles,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog_recevant,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off_diff_tit_remp,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Pape Abou Cisse,sn SEN,DF,gr Olympiacos,24,1995,6,5,451,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.4,0.07,0.02,0.09,0.07,0.09,5,0,0.0,1.00,0.00,0.00,,20.5,1,0.07,-0.4,-0.4,190,260,73.1,4402,1595,46,53,86.8,88,103,85.4,50,90,55.6,-0.1,1,8,0,0,11,253,7,0,19,11,0,0,0,0,0,156,24,80,100,133,16,0,1,5,7,8,5,1,0.20,1,0,0,0,0,0,0.00,0,0,0,0,0,0,7,1,3,4,0,2,100.0,0,15,36.6,25,16,0,0,7,16,23,0,319,50,4,3,66.7,3,0,199,1,2,1,212,200,94.3,2,75,83.5,90,,1,1,0,0.50,1,10,-9,-1.80,-2.81,2.7,8.2,-5.5,-1.10,-1.42,0,5,0,1,0,55,15,11,57.7,Champions-League,8,2020-2021
Tammy Abraham,eng ENG,FW,eng Chelsea,22,1997,5,3,230,2.6,1,1,1,0,0,0,0,0.39,0.39,0.78,0.39,0.78,0.9,0.9,0.1,1.0,0.35,0.03,0.38,0.35,0.38,6,2,33.3,2.35,0.78,0.17,0.50,11.3,0,0.15,+0.1,+0.1,40,48,83.3,508,81,23,29,79.3,12,13,92.3,1,1,100.0,+0.9,1,2,1,1,2,46,2,0,15,0,1,0,0,0,0,33,13,2,7,33,2,0,3,0,1,3,0,5,1.96,2,0,1,1,0,4,1.57,1,0,1,1,1,0,0,0,0,0,0,0,,0,14,43.8,1,10,21,0,1,1,2,0,78,4,14,3,33.3,1,0,48,1,7,3,115,58,50.4,17,46,19.7,73,,2,6,6,2.20,6,1,+5,+1.96,+0.62,5.7,1.6,+4.1,+1.58,+0.57,0,4,1,0,0,8,6,4,60.0,Champions-League,8,2020-2021
Francesco Acerbi,it ITA,DF,it Lazio,32,1988,8,8,720,8.0,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,1.1,1.5,0.05,0.14,0.18,0.05,0.18,5,1,20.0,0.62,0.12,0.00,0.00,11.8,0,0.07,-0.4,-0.4,394,469,84.0,7978,2835,149,160,93.1,170,194,87.6,66,99,66.7,-0.1,9,14,10,5,22,433,36,2,51,18,15,0,0,0,0,310,46,113,368,68,15,8,0,1,7,9,6,15,1.87,13,0,1,0,0,1,0.12,1,0,0,0,0,0,14,8,8,6,0,4,36.4,7,33,41.3,46,28,6,0,13,27,28,0,547,72,8,7,100.0,7,0,309,0,1,1,383,360,94.0,13,90,100.0,90,,0,,0,1.25,13,13,0,0.00,,12.3,12.2,0.0,0.00,,0,7,0,0,1,70,17,10,63.0,Champions-League,8,2020-2021
Marcos Acuña,ar ARG,DF,es Sevilla,28,1991,4,3,327,3.6,0,1,0,0,0,3,0,0.00,0.28,0.28,0.00,0.28,0.0,0.0,1.0,1.0,0.00,0.27,0.27,0.00,0.27,0,0,,0.00,0.00,,,,0,,0.0,0.0,242,298,81.2,4674,1788,86,92,93.5,128,135,94.8,27,64,42.2,0.0,11,27,7,7,19,256,42,0,20,16,22,4,0,4,0,169,46,83,228,28,7,32,0,0,4,3,8,18,4.95,12,4,1,1,0,3,0.83,3,0,0,0,0,0,9,8,6,2,1,4,57.1,3,12,22.6,12,26,15,0,10,15,12,0,349,12,3,12,58.3,8,1,236,0,4,7,246,228,92.7,10,82,45.4,90,,1,57,0,2.00,6,2,+4,+1.10,+2.02,6.0,3.1,+2.8,+0.78,+1.50,0,5,0,0,0,41,8,6,57.1,Champions-League,8,2020-2021
Tyler Adams,us USA,"DF,MF",de RB Leipzig,21,1999,6,2,289,3.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.8,0.8,0.00,0.24,0.24,0.00,0.24,0,0,,0.00,0.00,,,,0,,0.0,0.0,139,172,80.8,2135,819,80,87,92.0,47,59,79.7,9,19,47.4,-0.8,3,8,2,1,7,141,31,1,12,0,1,0,0,0,0,96,42,34,17,116,8,27,1,2,0,4,4,4,1.25,3,0,0,1,0,0,0.00,0,0,0,0,0,0,7,7,4,2,1,3,25.0,9,30,38.5,32,38,8,0,8,11,4,0,192,5,0,1,0.0,0,0,102,0,0,1,135,107,79.3,4,48,40.1,90,,4,27,2,2.00,2,8,-6,-1.87,-2.08,3.4,5.5,-2.1,-0.66,-0.75,0,7,0,0,0,27,4,6,40.0,Champions-League,8,2020-2021
Karim Adeyemi,de GER,FW,at RB Salzburg,18,2002,3,0,52,0.6,1,0,1,0,0,0,0,1.73,0.00,1.73,1.73,1.73,0.6,0.6,0.0,0.6,0.97,0.00,0.97,0.97,0.97,2,1,50.0,3.46,1.73,0.50,1.00,15.9,0,0.28,+0.4,+0.4,5,7,71.4,98,35,3,4,75.0,1,1,100.0,1,2,50.0,0.0,0,1,0,0,1,6,1,0,1,1,1,1,0,0,0,3,2,2,4,2,0,0,0,0,1,0,0,1,1.73,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,16.7,1,8,3,0,1,0,0,0,19,0,4,1,0.0,0,0,12,1,6,2,28,14,50.0,6,17,9.6,,,3,17,0,1.00,2,2,0,0.00,+1.29,2.1,1.3,+0.8,+1.39,+1.05,0,2,0,0,0,3,1,1,50.0,Champions-League,8,2020-2021
Adrián,es ESP,GK,eng Liverpool,33,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,,0.00,0.00,,,,0,,0.0,0.0,22,35,62.9,773,531,5,6,83.3,2,2,100.0,13,25,52.0,0.0,0,1,0,0,0,25,10,0,7,2,0,0,0,0,0,10,4,21,2,28,0,0,3,0,0,0,1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,1,0,0,0,0,0,0,0,41,37,0,0,,0,0,21,0,0,0,17,17,100.0,0,90,10.0,90,,0,,9,3.00,1,0,+1,+1.00,+0.11,1.8,1.4,+0.4,+0.38,+0.10,0,0,0,0,0,5,0,0,,Champions-League,8,2020-2021
Nayef Aguerd,ma MAR,DF,fr Rennes,24,1996,4,2,275,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.02,0.00,0.02,0.02,0.02,3,0,0.0,0.98,0.00,0.00,,18.6,0,0.03,-0.1,-0.1,178,200,89.0,3864,1381,61,66,92.4,81,86,94.2,35,46,76.1,0.0,0,9,0,0,5,195,5,0,15,8,0,0,0,0,0,163,9,28,168,21,5,0,0,0,3,0,1,3,0.98,3,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0.0,2,9,47.4,11,8,0,0,4,3,18,1,230,33,3,0,,0,0,135,0,1,0,167,166,99.4,0,69,50.9,90,,2,48,0,0.25,2,6,-4,-1.31,+0.05,4.6,6.4,-1.8,-0.59,-0.07,0,3,0,0,0,32,9,9,50.0,Champions-League,8,2020-2021
Sergio Agüero,ar ARG,FW,eng Manchester City,32,1988,7,1,152,1.7,2,0,1,1,1,0,0,1.18,0.00,1.18,0.59,0.59,1.4,0.7,0.0,0.7,0.84,0.00,0.84,0.39,0.39,1,1,100.0,0.59,0.59,1.00,1.00,15.0,0,0.66,+0.6,+0.3,17,24,70.8,166,56,13,17,76.5,2,4,50.0,0,0,,0.0,0,1,0,0,0,23,1,1,2,0,1,0,0,0,0,16,4,4,3,19,2,0,0,0,0,0,0,1,0.59,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,20.0,2,8,10,0,2,0,0,0,37,0,6,1,0.0,0,0,24,0,3,3,59,29,49.2,11,22,13.0,67,,6,14,2,2.57,4,1,+3,+1.78,+0.27,2.3,0.9,+1.4,+0.82,-0.29,0,3,0,0,0,3,0,1,0.0,Champions-League,8,2020-2021
Manuel Akanji,ch SUI,DF,de Dortmund,25,1995,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,3,2,66.7,0.43,0.29,0.00,0.00,16.1,1,0.07,-0.2,-0.2,520,563,92.4,10486,3246,183,193,94.8,255,266,95.9,76,95,80.0,-0.1,3,48,1,0,25,554,9,0,45,14,0,0,0,0,0,491,28,44,141,401,14,2,1,1,5,8,4,10,1.43,7,0,0,0,1,2,0.29,2,0,0,0,0,0,9,6,4,5,0,3,30.0,7,23,38.3,35,25,0,0,5,17,22,1,626,80,2,4,50.0,2,0,454,0,4,4,509,506,99.4,0,90,70.0,90,,0,,0,1.86,14,7,+7,+1.00,+1.33,10.0,7.6,+2.4,+0.34,0.00,0,2,0,0,0,54,6,11,35.3,Champions-League,8,2020-2021
